Transaction Date,Post Date,Description,Category,Type, Amount ,Memo
2/7/2026,2/8/2026,NYX*IDEALP,Groceries,Sale, $(1.30),
2/8/2026,2/8/2026,NETFLIX.COM,Bills & Utilities,Sale, $(9.45),
2/9/2026,2/9/2026,LA CORTONA,Food & Drink,Beer, $(20.11),
2/9/2026,2/10/2026,LA CORTONA,Food & Drink,Beer, $(9.46),
2/9/2026,2/10/2026,LA CORTONA,Food & Drink,Beer, $(9.46),
2/10/2026,2/10/2026,LA CORTONA,Food & Drink,Beer, $(9.54),
2/10/2026,2/11/2026,NYX*IDEALP,Groceries,Sale, $(1.43),
2/11/2026,2/12/2026,AQUAMOTION,Entertainment,Sale, $(52.49),
2/11/2026,2/13/2026,CARREFOUR 1850,Groceries,Sale, $(14.52),
2/11/2026,2/12/2026,COMBES DES SAVEURS,Food & Drink,Food, $(10.52),
2/11/2026,2/12/2026,NYX*IDEALP,Groceries,Sale, $(2.15),
2/13/2026,2/15/2026,PLANTEDEBATON,Food & Drink,Beer, $(21.41),
2/14/2026,2/15/2026,CHEZ LE GAULOIS,Food & Drink,Food, $(16.05),
2/14/2026,2/15/2026,SHERPA SUPERETTE,Groceries,Sale, $(3.45),
2/16/2026,2/17/2026,Nintendo CC1567394752,Entertainment,Sale, $(21.19),
2/16/2026,2/17/2026,LA CORTONA,Food & Drink,Beer, $(20.21),
2/16/2026,2/17/2026,Spotify USA,Bills & Utilities,Sale, $(12.99),
2/16/2026,2/17/2026,LA CORTONA,Food & Drink,Beer, $(9.51),
2/18/2026,2/19/2026,SHERPA SUPERETTE,Groceries,Sale, $(8.18),
2/19/2026,2/22/2026,CARREFOUR 1850,Groceries,Sale, $(52.00),
2/19/2026,2/20/2026,PRENDS TA LUGE,Food & Drink,Beer, $(11.86),
2/19/2026,2/20/2026,PRENDS TA LUGE,Food & Drink,Beer, $(11.86),
2/19/2026,2/20/2026,PLANTEDEBATON,Food & Drink,Beer, $(8.30),
2/19/2026,2/20/2026,PLANTEDEBATON,Food & Drink,Beer, $(8.30),
